title,artist,year,chart_position,weeks_on_chart,tempo,energy,loudness,danceability,acousticness,speechiness,instrumentalness,valence,decade
fooled around and fell in love,elvin bishop,1976,56,1,75.99954044117646,0.5121180398123605,-22.075868606567383,0.253864049911499,0.0,0.2115355283021927,0.682696707546711,0.6367083374792788,1970s
convoy,c.w. mccall,1976,57,1,112.34714673913044,0.3631776537214006,-27.288782119750977,0.3246961534023285,0.0,0.2974596321582794,0.5538105517625809,0.6848079880424167,1970s
welcome back,john sebastian,1976,58,1,112.34714673913044,0.4857595716203962,-22.998414993286133,0.2412994503974914,0.0,0.188702717423439,0.7169459238648415,0.7093243716222158,1970s
sing a song,"earth, wind & fire",1976,59,1,123.046875,0.6517167227608817,-17.18991470336914,0.2869181036949157,0.0,0.5550456047058105,0.1674315929412841,0.7654437909807478,1970s
heaven must be missing an angel,tavares,1976,60,1,117.45383522727272,0.5186042785644531,-21.84885025024414,0.2785879671573639,0.0,1.0,0.0,0.7268362169141893,1970s
ill be good to you,the brothers johnson,1976,61,1,99.38401442307692,0.4973328181675502,-22.593351364135746,0.2858198285102844,0.0,0.3256192505359649,0.5115711241960526,0.1838608802543891,1970s
rock and roll music,the beach boys,1976,62,1,143.5546875,0.5546661376953125,-20.586685180664062,0.2477340549230575,0.0,0.4384696781635284,0.3422954827547073,0.789978986467634,1970s
shop around,captain & tennille,1976,63,1,123.046875,0.5624952043805803,-20.312667846679688,0.3026987910270691,0.0,0.2508429884910583,0.6237355172634125,0.7475994873046875,1970s
saturday night,bay city rollers,1976,64,1,135.99917763157896,0.549601091657366,-20.763961791992188,0.2546345293521881,0.0,1.0,0.0,0.2727755989705709,1970s
island girl,elton john,1976,65,1,143.5546875,0.6258322034563337,-18.09587287902832,0.2538021504878998,0.0,0.2970286309719085,0.5544570535421371,0.8042121996198381,1970s
lets do it again,the staple singers,1976,66,1,80.74951171875,0.4726936340332031,-23.45572280883789,0.2507340312004089,0.0192948601152918,0.3764528632164001,0.4353207051753998,0.139001966203962,1970s
this masquerade,george benson,1976,69,1,99.38401442307692,0.2791377476283482,-30.230178833007812,0.1758155673742294,0.0732351156078433,0.0316256247460842,0.9525615628808736,0.1402218661465487,1970s
evil woman,electric light orchestra,1976,70,1,117.45383522727272,0.5747810908726283,-19.882661819458008,0.1929537653923034,0.0,0.5550886392593384,0.1673670411109924,0.7380715793758243,1970s
wham bam,silver,1976,71,1,123.046875,0.6334199632917131,-17.83030128479004,0.2450167387723922,0.0,1.0,0.0,0.7617844390869141,1970s
im easy,keith carradine,1976,72,1,80.74951171875,0.290940911429269,-29.817068099975582,0.2112980633974075,0.0414693027039412,0.2547599077224731,0.6178601384162903,0.1026514216831752,1970s
wake up everybody,harold melvin and the blue notes,1976,73,1,151.99908088235293,0.2453080313546317,-31.41421890258789,0.1751381903886795,0.0,0.4799323379993438,0.2801014930009842,0.2462024938759683,1970s
summer,war,1976,74,1,103.359375,0.3576150076729911,-27.483474731445312,0.3405625820159912,0.0,0.2408698052167892,0.6386952921748161,0.6644359479631696,1970s
let her in,john travolta,1976,75,1,143.5546875,0.6224642072405134,-18.21375274658203,0.2100200206041336,0.1732158801901417,0.0275407265871763,0.9586889101192356,0.8035386003766741,1970s
fox on the run,sweet,1976,76,1,129.19921875,0.7007010868617467,-15.475461959838867,0.2138345837593078,0.0,0.6721261739730835,0.0,0.7884242575509208,1970s
rhiannon,fleetwood mac,1976,77,1,129.19921875,0.5182528904506138,-21.861148834228516,0.26117143034935,0.0266285752666755,0.2045696973800659,0.6931454539299011,0.2519346182686942,1970s
got to get you into my life,the beatles,1976,78,1,135.99917763157896,0.7256443841116769,-14.602446556091309,0.2337459176778793,0.0,0.4348540604114532,0.3477189093828201,0.8079842574614331,1970s
fanny,bee gees,1976,79,1,95.703125,0.6628549303327288,-16.800077438354492,0.2212972640991211,0.0,0.1016060039401054,0.8475909940898418,0.7090776824951173,1970s
getaway,"earth, wind & fire",1976,80,1,112.34714673913044,0.5395142691476005,-21.117000579833984,0.2813998758792877,0.0,1.0,0.0,0.2200753111276567,1970s
still the one,orleans,1976,82,1,143.5546875,0.4613116128104074,-23.854093551635746,0.2534313797950744,0.0,0.2547567784786224,0.6178648322820663,0.7713080814906529,1970s
youre my best friend,queen,1976,83,1,117.45383522727272,0.3321588243756975,-28.374441146850582,0.1728327423334121,0.0,1.0,0.0,0.6895471260764382,1970s
with your love,jefferson starship,1976,84,1,117.45383522727272,0.3867178780691964,-26.464874267578125,0.1858349293470382,0.0,0.1209732592105865,0.8185401111841202,0.700458936815138,1970s
slow ride,foghat,1976,85,1,117.45383522727272,0.507511465890067,-22.237098693847656,0.1994147151708603,0.0,0.6982429027557373,0.0,0.7246176543793121,1970s
whod she coo,ohio players,1976,86,1,107.666015625,0.4527128492082868,-24.15505027770996,0.3020044267177582,0.0,0.4281311929225921,0.3578032106161117,0.1926840318952288,1970s
the boys are back in town,thin lizzy,1976,87,1,161.4990234375,0.7069218499319894,-15.257735252380373,0.2104502320289611,0.0,0.4346242249011993,0.348063662648201,0.8588822773524694,1970s
walk away from love,david ruffin,1976,88,1,99.38401442307692,0.4472565787179129,-24.346019744873047,0.2879564464092254,0.0,0.4857414066791534,0.2713878899812698,0.6738456323644617,1970s
baby i love your way,peter frampton,1976,89,1,99.38401442307692,0.5736572810581753,-19.921995162963867,0.1676427870988845,0.0,0.406691312789917,0.3899630308151245,0.6991257728325142,1970s
young hearts run free,candi staton,1976,90,1,112.34714673913044,0.613596452985491,-18.524124145507812,0.2770072519779205,0.0,0.3041839003562927,0.5437241494655609,0.7348917478952348,1970s
breaking up is hard to do,neil sedaka,1976,91,1,117.45383522727272,0.628382328578404,-18.00661849975586,0.2292243242263794,0.0,0.5116704106330872,0.2324943840503692,0.2487918269169795,1970s
money honey,bay city rollers,1976,92,1,123.046875,0.5149553571428571,-21.9765625,0.2097727209329605,0.0,1.0,0.0,0.2380915178571429,1970s
tear the roof off the sucker,parliament,1976,93,1,103.359375,0.4562008449009486,-24.032970428466797,0.3258734941482544,0.0,0.8891168236732483,0.0,0.1841531154087611,1970s
junk food junkie,larry groce,1976,94,1,99.38401442307692,0.0,-44.14900588989258,0.1957429200410843,0.0,1.0,0.0,0.5843943166208792,1970s
tryin to get the feeling again,barry manilow,1976,95,1,67.99958881578948,0.3042116982596261,-29.35259056091309,0.171831727027893,0.0,0.1520421653985977,0.7719367519021034,0.0779843156857598,1970s
rock and roll all night,kiss,1976,96,1,143.5546875,0.6299251556396485,-17.952619552612305,0.232802465558052,0.0,0.7467369437217712,0.0,0.3050307900565011,1970s
disco duck,rick dees,1976,97,1,117.45383522727272,0.3473685673304966,-27.842100143432617,0.3600932359695434,0.0,0.684453010559082,0.0,0.692589074667398,1970s
take the money and run,steve miller,1976,98,1,198.76802884615384,0.477836663382394,-23.27571678161621,0.2675395905971527,0.0,0.6947675943374634,0.0,0.8929273944896656,1970s
squeeze box,the who,1976,99,1,135.99917763157896,0.7118520736694336,-15.085177421569824,0.2110676318407058,0.0,0.3972386121749878,0.4041420817375183,0.8052257953729844,1970s
country boy,glen campbell,1976,100,1,112.34714673913044,0.5596711839948382,-20.411508560180664,0.2225545793771743,0.0,0.0959204509854316,0.8561193235218525,0.7241066940971043,1970s
tonights the night,rod stewart,1977,1,1,89.10290948275862,0.4118021828787667,-25.586923599243164,0.2239799350500106,0.0,1.0,0.0,0.1447238140388075,1970s
i just want to be your everything,andy gibb,1977,2,1,95.703125,0.6005801609584264,-18.97969436645508,0.2746604979038238,0.0,0.8096898198127747,0.0,0.6966227286202568,1970s
best of my love,the emotions,1977,3,1,112.34714673913044,0.58458251953125,-19.53961181640625,0.3155888020992279,0.0,0.6023436188697815,0.0964845716953277,0.7290889612043866,1970s
angel in your arms,hot,1977,5,1,161.4990234375,0.4724559238978794,-23.46404266357422,0.2510780096054077,0.0,0.2846904993057251,0.5729642510414124,0.8119890921456473,1970s
i like dreamin,kenny nolan,1977,6,1,135.99917763157896,0.3908870697021484,-26.318952560424805,0.1558407247066497,0.0,1.0,0.0,0.7410327945795274,1970s
dont leave me this way,thelma houston,1977,7,1,112.34714673913044,0.3750043051583426,-26.874849319458008,0.1587309688329696,0.4070741567233514,0.2163062542676925,0.6755406185984612,0.1871733183298052,1970s
higher and higher,rita coolidge,1977,8,1,117.45383522727272,0.4490601130894252,-24.282896041870117,0.2330954223871231,0.0,0.1555320173501968,0.7667019739747047,0.7129273838191837,1970s
undercover angel,alan o'day,1977,9,1,99.38401442307692,0.6012027195521763,-18.957904815673828,0.2931683361530304,0.0,0.2132953256368637,0.6800570115447044,0.7046348605313144,1970s
torn between two lovers,mary macgregor,1977,10,1,129.19921875,0.4890711648123605,-22.882509231567383,0.2061231285333633,0.0,0.3125104904174804,0.5312342643737793,0.7460982731410435,1970s
dancing queen,abba,1977,12,1,99.38401442307692,0.6915336336408343,-15.7963228225708,0.217261329293251,0.0,0.4564537405967712,0.3153193891048431,0.222701043349046,1970s
you make me feel like dancing,leo sayer,1977,13,1,95.703125,0.5893482208251953,-19.372812271118164,0.3386244475841522,0.0,0.5567236542701721,0.1649145185947418,0.1943763405936105,1970s
margaritaville,jimmy buffett,1977,14,1,123.046875,0.3709870474679129,-27.015453338623047,0.2522221207618713,0.0,0.4024614989757538,0.3963077515363693,0.709297855922154,1970s
telephone line,electric light orchestra,1977,15,1,103.359375,0.0758795601981026,-37.344215393066406,0.1528380513191223,0.0,0.109849989414215,0.8352250158786774,0.1080888584681919,1970s
whatcha gonna do,pablo cruise,1977,16,1,112.34714673913044,0.5770465850830078,-19.803369522094727,0.3180364966392517,0.0,0.2130123972892761,0.6804814040660858,0.7275817743147381,1970s
sir duke,stevie wonder,1977,18,1,103.359375,0.4404034750802176,-24.585878372192383,0.3329741656780243,0.0,0.8267238736152649,0.0,0.6809936414446149,1970s
hotel california,eagles,1977,19,1,99.38401442307692,0.2046983991350446,-32.83555603027344,0.1926676481962204,0.0,0.1346965730190277,0.7979551404714584,0.125333996447888,1970s
got to give it up,marvin gaye,1977,20,1,123.046875,0.5101705278669085,-22.144031524658203,0.3245488703250885,0.0,0.6354657411575317,0.0468013882637023,0.7371345520019532,1970s
theme from rocky,bill conti,1977,21,1,92.28515625,0.4427707127162388,-24.50302505493164,0.1825496554374694,0.2994376137985483,0.0342694334685802,0.9485958497971296,0.6577366202218192,1970s
southern nights,glen campbell,1977,22,1,95.703125,0.5356747763497489,-21.25138282775879,0.2664063572883606,0.0,0.6887993216514587,0.0,0.1836416516985212,1970s
when i need you,leo sayer,1977,24,1,112.34714673913044,0.5613943917410714,-20.3511962890625,0.1624555885791778,0.287097340014536,0.0166223421692848,0.9750664867460728,0.2244513356463509,1970s
hot line,the sylvers,1977,25,1,129.19921875,0.5376678466796875,-21.181625366210938,0.2608834207057953,0.0,0.4595449864864349,0.3106825202703476,0.7558176095145089,1970s
car wash,rose royce,1977,26,1,107.666015625,0.0,-40.52848815917969,0.3396948575973511,0.0,1.0,0.0,0.1021414620535714,1970s
fly like an eagle,the steve miller band,1977,28,1,184.5703125,0.5198903220040457,-21.8038387298584,0.2527732253074646,0.0,0.1978307515382766,0.703253872692585,0.3709144483293805,1970s
dont give up on us,david soul,1977,29,1,103.359375,0.6097975049700056,-18.657087326049805,0.1726805120706558,0.0,0.109566256403923,0.8356506153941154,0.7148724474225725,1970s
on and on,stephen bishop,1977,30,1,103.359375,0.6534388950892858,-17.129638671875,0.2193406373262405,0.2249960518761458,0.2555360198020935,0.6166959702968597,0.2236007254464286,1970s
feels like the first time,foreigner,1977,31,1,107.666015625,0.5849349430629185,-19.52727699279785,0.190955564379692,0.0,0.634983241558075,0.0475251376628875,0.7191284506661552,1970s
couldnt get it right,climax blues band,1977,32,1,103.359375,0.6049358367919921,-18.827245712280273,0.3005363047122955,0.0,0.364570289850235,0.4531445652246475,0.2139001137869698,1970s
easy,commodores,1977,33,1,66.25600961538461,0.5917700086321149,-19.288049697875977,0.1810213476419448,0.0,0.1382984071969986,0.7925523892045021,0.6317597366165328,1970s
right time of the night,jennifer warnes,1977,34,1,92.28515625,0.524972643171038,-21.625957489013672,0.2121827751398086,0.0,0.4740971624851227,0.288854256272316,0.674177006312779,1970s
ive got love on my mind,natalie cole,1977,35,1,103.359375,0.4276987893240792,-25.030542373657227,0.1970243901014328,0.0,0.320913702249527,0.5186294466257095,0.6784527042933872,1970s
blinded by the light,manfred mann's earth band,1977,36,1,143.5546875,0.3347654615129743,-28.2832088470459,0.2572020590305328,0.0,0.7552064657211304,0.0,0.7459988512311663,1970s
looks like we made it,barry manilow,1977,37,1,66.25600961538461,0.3316847664969308,-28.391033172607425,0.1620157212018966,0.0,0.1036756932735443,0.8444864600896835,0.579742688189496,1970s
so in to you,atlanta rhythm section,1977,38,1,83.35433467741936,0.2965040479387555,-29.622358322143555,0.2380343526601791,0.0531433249850418,0.4764353334903717,0.2853469997644424,0.1093458124679354,1970s
dreams,fleetwood mac,1977,39,1,123.046875,0.6358636583600725,-17.74477195739746,0.3243488371372223,0.0,0.304726630449295,0.5429100543260574,0.2622731781005859,1970s
dazz,brick,1977,41,1,107.666015625,0.5953146798270089,-19.163986206054688,0.275371104478836,0.0,1.0,0.0,0.7212043980189733,1970s
im in you,peter frampton,1977,42,1,99.38401442307692,0.601970945085798,-18.93101692199707,0.1642192751169204,0.0,0.2737075388431549,0.5894386917352676,0.7047885056380387,1970s
lucille,kenny rogers,1977,43,1,143.5546875,0.4692049843924386,-23.57782554626465,0.2147795557975769,0.0,0.1225945875048637,0.8161081187427044,0.7728867558070591,1970s
da doo ron ron,shaun cassidy,1977,45,1,143.5546875,0.3218839917864118,-28.734060287475582,0.2228472232818603,0.0,1.0,0.0,0.7434225572858538,1970s
handy man,james taylor,1977,46,1,92.28515625,0.4127638135637556,-25.553266525268555,0.2707699835300445,0.1094328303770126,0.6903940439224243,0.0,0.6517352403913226,1970s
you and me,alice cooper,1977,48,1,112.34714673913044,0.3845709119524274,-26.54001808166504,0.1784266382455825,0.0,0.3578565716743469,0.4632151424884796,0.6890866396886222,1970s
swayin to the music,johnny rivers,1977,49,1,172.265625,0.4272957393101284,-25.044649124145508,0.238148882985115,0.0,0.4480459988117218,0.3279310017824173,0.8260283442905971,1970s
lonely boy,andrew gold,1977,50,1,123.046875,0.4592828478131975,-23.92510032653809,0.2661764025688171,0.0,0.5426616668701172,0.1860074996948242,0.2269570159912109,1970s
i wish,stevie wonder,1977,51,1,107.666015625,0.4975072588239397,-22.58724594116211,0.3221708238124847,0.0,0.5878572463989258,0.1182141304016113,0.7016429138183594,1970s
dont stop,fleetwood mac,1977,52,1,117.45383522727272,0.5772445678710938,-19.79644012451172,0.2250983715057373,0.0,0.5589437484741211,0.1615843772888183,0.2385642747755174,1970s
barracuda,heart,1977,53,1,135.99917763157896,0.4987323216029576,-22.544368743896484,0.2059215754270553,0.0,0.73457270860672,0.0,0.2626018449596893,1970s
strawberry letter 23,the brothers johnson,1977,54,1,92.28515625,0.3528939928327288,-27.648710250854492,0.214627668261528,0.0,0.2270375192165374,0.6594437211751938,0.1397612762451172,1970s
night moves,bob seger,1977,55,1,117.45383522727272,0.6253333500453404,-18.11333274841309,0.2348610311746597,0.0,0.1200933381915092,0.8198599927127361,0.7481820312103669,1970s
youre my world,helen reddy,1977,56,1,67.99958881578948,0.2744159698486328,-30.39544105529785,0.2281207591295242,0.0,0.4264669120311737,0.3602996319532394,0.0720251700035611,1970s
heard it in a love song,marshall tucker band,1977,57,1,151.99908088235293,0.6917716162545341,-15.787993431091309,0.2060483545064926,0.0,0.5191470980644226,0.2212793529033661,0.8354952108559488,1970s
carry on wayward son,kansas,1977,58,1,123.046875,0.3235390799386161,-28.67613220214844,0.2152445167303085,0.0,1.0,0.0,0.6998082624162947,1970s
new kid in townvictim of love,eagles,1977,59,1,107.666015625,0.4096929822649274,-25.66074562072754,0.2550849616527557,0.0,0.1245154738426208,0.8132267892360687,0.684080058506557,1970s
after the lovin,engelbert humperdinck,1977,61,1,78.30255681818181,0.5989230564662389,-19.03769302368164,0.1847981065511703,0.0,0.3404784202575683,0.4892823696136474,0.6590043759036374,1970s
jet airliner,the steve miller band,1977,62,1,123.046875,0.547673852103097,-20.8314151763916,0.2521485090255737,0.0,0.135315254330635,0.7970271185040474,0.7446352168491909,1970s
stand tall,burton cummings,1977,63,1,78.30255681818181,0.2211467197963169,-32.259864807128906,0.181286409497261,0.0,0.1693983376026153,0.745902493596077,0.5834491085696529,1970s
way down,elvis presley,1977,64,1,143.5546875,0.6559333801269531,-17.04233169555664,0.2381575852632522,0.0,0.4500580132007599,0.3249129801988601,0.810232434953962,1970s
weekend in new england,barry manilow,1977,65,1,80.74951171875,0.2719271523611886,-30.4825496673584,0.1699917912483215,0.0,0.09156384319067,0.862654235213995,0.5988486698695592,1970s
it was almost like a song,ronnie milsap,1977,66,1,75.99954044117646,0.2643012455531529,-30.74945640563965,0.1744519025087356,0.0,0.0754547491669654,0.8868178762495518,0.5871449786274373,1970s
cold as ice,foreigner,1977,68,1,129.19921875,0.5121142251150949,-22.07600212097168,0.2356835454702377,0.0,0.5657418966293335,0.1513871550559997,0.2507068852015904,1970s
ariel,dean friedman,1977,69,1,123.046875,0.3950830732073103,-26.17209243774414,0.2365181595087051,0.0,1.0,0.0,0.7141170610700335,1970s
lost without your love,bread,1977,70,1,69.83741554054055,0.3377791813441685,-28.1777286529541,0.1758255362510681,0.0,0.217802807688713,0.6732957884669304,0.5886360124271348,1970s
theme from star wars,meco,1977,71,1,129.19921875,0.2522938319614955,-31.169715881347656,0.1765741109848022,0.0,0.8886165022850037,0.0,0.6987428065708705,1970s
float on,the floaters,1977,72,1,95.703125,0.614585712977818,-18.489500045776367,0.2499208599328994,0.0,0.2884381711483001,0.5673427432775497,0.6994238390241351,1970s
jeans on,david dundas,1977,73,1,103.359375,0.6393429347446986,-17.622997283935547,0.2763994634151459,0.0199767564220181,0.1242923438549041,0.8135614842176437,0.7207815333775112,1970s
lido shuffle,boz scaggs,1977,74,1,143.5546875,0.6756296430315291,-16.352962493896484,0.3135976493358612,0.0,0.468910664319992,0.2966340035200119,0.8141716875348772,1970s
you made me believe in magic,bay city rollers,1977,76,1,129.19921875,0.4451392582484654,-24.42012596130371,0.2321546822786331,0.0,1.0,0.0,0.7373118918282645,1970s
livin thing,electric light orchestra,1977,77,1,123.046875,0.4386377607073102,-24.64767837524414,0.191999152302742,0.0,0.3592540621757507,0.4611189067363739,0.7228279985700334,1970s
give a little bit,supertramp,1977,78,1,89.10290948275862,0.3749483380998883,-26.876808166503903,0.1934786438941955,0.0,0.7667669057846069,0.0,0.6373530450830319,1970s
love so right,bee gees,1977,80,1,80.74951171875,0.6048791067940849,-18.82923126220703,0.2177845984697342,0.0,0.0886707454919815,0.8669938817620277,0.6654390607561385,1970s
i never cry,alice cooper,1977,82,1,135.99917763157896,0.2134874616350446,-32.52793884277344,0.1755630373954773,0.0,0.2785995006561279,0.5821007490158081,0.7055528729661067,1970s
nobody does it better,carly simon,1977,83,1,129.19921875,0.2217856270926339,-32.23750305175781,0.1682133674621582,0.0,0.3217847347259521,0.5173228979110718,0.6926411655970982,1970s
high school dance,the sylvers,1977,84,1,135.99917763157896,0.4750843048095703,-23.37204933166504,0.3020549118518829,0.0,0.4398852288722992,0.3401721566915512,0.7578722416010119,1970s
loves grown deep,kenny nolan,1977,85,1,129.19921875,0.5739426749093192,-19.912006378173828,0.1984602063894271,0.0247281207785021,0.1094941198825836,0.8357588201761246,0.2630725751604352,1970s
aint gonna bump no more,joe tex,1977,86,1,112.34714673913044,0.4917871747698102,-22.78744888305664,0.2651911377906799,0.0,0.2737135887145996,0.5894296169281006,0.7105298922520987,1970s
i wanna get next to you,rose royce,1977,87,1,129.19921875,0.4198451450892857,-25.305419921875,0.2423139214515686,0.3732052169743058,0.2691493630409241,0.5962759554386139,0.7322530691964286,1970s
somebody to love,queen,1977,88,1,107.666015625,0.0,-43.09308624267578,0.1448530554771423,0.0,1.0,0.0,0.6021414620535714,1970s
muskrat love,captain & tennille,1977,89,1,99.38401442307692,0.4829530443464007,-23.096643447875977,0.1630091667175293,0.0720193182392555,0.1934318542480468,0.7098522186279297,0.6809849254901593,1970s
walk this way,aerosmith,1977,90,1,107.666015625,0.5076390947614398,-22.23263168334961,0.278388649225235,0.0,1.0,0.0,0.7036692810058593,1970s
year of the cat,al stewart,1977,92,1,112.34714673913044,0.1213966369628906,-35.75111770629883,0.1563579440116882,0.0,0.1575392633676529,0.7636911049485207,0.1364517846907147,1970s
boogie nights,heatwave,1977,93,1,112.34714673913044,0.4792076655796596,-23.22773170471191,0.2112486511468887,0.0,0.1509543508291244,0.7735684737563133,0.2080139904140686,1970s
go your own way,fleetwood mac,1977,94,1,135.99917763157896,0.4648947034563337,-23.72868537902832,0.2329236268997192,0.0,0.5254617929458618,0.2118073105812072,0.7558343213303645,1970s
sorry seems to be the hardest word,elton john,1977,95,1,64.599609375,0.2436641148158482,-31.471755981445312,0.1562239825725555,0.0,0.0710229501128196,0.8934655748307705,0.058589128766741,1970s
dont worry baby,b.j. thomas,1977,96,1,117.45383522727272,0.0,-70.71878814697266,0.108340173959732,0.2613392285039821,1.0,0.0,0.6231153612012987,1970s
knowing me knowing you,abba,1977,97,1,107.666015625,0.5356607164655413,-21.251874923706055,0.2435173392295837,0.0,0.282503068447113,0.5762453973293304,0.2092736053466797,1970s
how much love,leo sayer,1977,98,1,151.99908088235293,0.7546186174665178,-13.588348388671877,0.2198364734649658,0.0,1.0,0.0,0.8480646110983456,1970s
theme from star wars,london symphony orchestra,1977,99,1,103.359375,0.5759431566510882,-19.84198951721191,0.1740490794181823,0.0,0.1761622875928878,0.7357565686106682,0.708101577758789,1970s
devils gun,c.j. & company,1977,100,1,123.046875,0.236004638671875,-31.739837646484375,0.2199335843324661,0.0,1.0,0.0,0.6823013741629465,1970s
shadow dancing,andy gibb,1978,1,1,103.359375,0.6733615875244141,-16.432344436645508,0.2741331458091736,0.0,0.5884523391723633,0.117321491241455,0.7275852639334542,1970s
night fever,bee gees,1978,2,1,107.666015625,0.6277965000697545,-18.027122497558594,0.2880003154277801,0.0,0.7832596898078918,0.0,0.7277007620675223,1970s
you light up my life,debby boone,1978,3,1,78.30255681818181,0.4343577248709542,-24.7974796295166,0.1760740429162979,0.0,0.1023974269628524,0.8464038595557213,0.6260913095845804,1970s
stayin alive,bee gees,1978,4,1,103.359375,0.5848868778773717,-19.528959274291992,0.2959226965904236,0.0,0.8115296959877014,0.0,0.7098903220040458,1970s
kiss you all over,exile,1978,5,1,103.359375,0.3532569340297154,-27.63600730895996,0.2826230227947235,0.0808812772968328,0.1541540622711181,0.7687689065933228,0.6635643332345145,1970s
how deep is your love,bee gees,1978,6,1,103.359375,0.6101156507219587,-18.645952224731445,0.2453788518905639,0.0,0.3661771416664123,0.4507342875003814,0.7149360765729631,1970s
baby come back,player,1978,7,1,103.359375,0.5283718654087611,-21.50698471069336,0.3524174988269806,0.0,0.2775404453277588,0.5836893320083618,0.6985873195103236,1970s
love is thicker than water,andy gibb,1978,8,1,95.703125,0.5494895390101842,-20.767866134643555,0.241155207157135,0.0,0.6205582022666931,0.0691626965999603,0.1864046042306082,1970s
boogie oogie oogie,a taste of honey,1978,9,1,117.45383522727272,0.7116934912545341,-15.090727806091309,0.3029055893421173,0.0,0.150795504450798,0.773806743323803,0.2654540594522055,1970s
three times a lady,commodores,1978,10,1,143.5546875,0.2316852024623326,-31.89101791381836,0.1852820515632629,0.0,0.083572044968605,0.8746419325470924,0.725382799421038,1970s
grease,frankie valli,1978,11,1,107.666015625,0.7102915355137416,-15.139796257019045,0.2845253646373749,0.0,0.461114227771759,0.3083286583423614,0.2441997691563197,1970s
i go crazy,paul davis,1978,12,1,135.99917763157896,0.4834585462297712,-23.078950881958008,0.1663027107715606,0.0637872234190174,0.2683793902397156,0.5974309146404266,0.259547089885052,1970s
youre the one that i want,john travolta & olivia newton-john,1978,13,1,107.666015625,0.5337271554129465,-21.319549560546875,0.3102859854698181,0.0,0.2827658355236053,0.575851246714592,0.2088868931361607,1970s
emotion,samantha sang,1978,14,1,92.28515625,0.5691744668143136,-20.078893661499023,0.2824255526065826,0.0949650053016011,0.0823789462447166,0.876431580632925,0.6830173710414342,1970s
lay down sally,eric clapton,1978,15,1,95.703125,0.447992433820452,-24.32026481628418,0.3329248130321502,0.0943862209843471,0.0783908665180206,0.882413700222969,0.6661051831926619,1970s
miss you,the rolling stones,1978,16,1,107.666015625,0.6149138859340123,-18.47801399230957,0.278855949640274,0.0,0.3402273058891296,0.4896590411663055,0.2251242392403739,1970s
just the way you are,billy joel,1978,17,1,86.1328125,0.3829168592180524,-26.597909927368164,0.1793732047080993,0.3291458727309947,0.4173501431941986,0.3739747852087021,0.632582255772182,1970s
with a little luck,wings,1978,18,1,73.828125,0.5824544634137835,-19.614093780517575,0.1823025941848755,0.1803411006022831,0.062351781874895,0.9064723271876574,0.6461225891113281,1970s
if i cant have you,yvonne elliman,1978,19,1,107.666015625,0.6098351614815848,-18.65576934814453,0.2127816528081894,0.0,0.3787900507450104,0.4318149238824844,0.7241084943498884,1970s
dance dance dance,chic,1978,20,1,123.046875,0.3977472032819475,-26.078847885131836,0.3427744805812835,0.0,0.3145271241664886,0.528209313750267,0.7146498870849609,1970s
feels so good,chuck mangione,1978,21,1,103.359375,0.3054594312395368,-29.30891990661621,0.219445526599884,0.0,1.0,0.0,0.6540048326764788,1970s
love is like oxygen,sweet,1978,23,1,83.35433467741936,0.5383426666259765,-21.15800666809082,0.1934118717908859,0.0,0.6192532181739807,0.0711201727390289,0.1577135362053796,1970s
its a heartache,bonnie tyler,1978,24,1,117.45383522727272,0.5677287510463169,-20.129493713378903,0.2124489992856979,0.0,0.3723304569721222,0.4415043145418167,0.7366611114105621,1970s
baker street,gerry rafferty,1978,26,1,117.45383522727272,0.7473926544189453,-13.841257095336914,0.1726453751325607,0.0,0.3282201588153839,0.5076697617769241,0.2725938920850878,1970s
two out of three aint bad,meat loaf,1978,30,1,83.35433467741936,0.2993771689278738,-29.521799087524418,0.1761611253023147,0.0,0.3375988006591797,0.4936017990112304,0.6099204366657591,1970s
take a chance on me,abba,1978,32,1,103.359375,0.604262706211635,-18.850805282592773,0.260124534368515,0.0,0.6877806782722473,0.0,0.7137654876708984,1970s
sometimes when we touch,dan hill,1978,33,1,117.45383522727272,0.1252189636230468,-35.61733627319336,0.1703061014413833,0.0343363983231731,0.3527339398860931,0.4708990901708603,0.6481591539259081,1970s
last dance,donna summer,1978,34,1,129.19921875,0.2838133130754743,-30.0665340423584,0.1707660108804702,0.0,0.1353394240140915,0.7969908639788628,0.7050467027936663,1970s
hopelessly devoted to you,olivia newton-john,1978,35,1,73.828125,0.4321551731654576,-24.874568939208984,0.2248309403657913,0.0,0.2179289013147354,0.6731066480278969,0.616062731061663,1970s
hot blooded,foreigner,1978,36,1,117.45383522727272,0.7132320949009486,-15.036876678466797,0.2326483875513076,0.0,0.4887368381023407,0.2668947428464889,0.7657617801814884,1970s
the closer i get to you,roberta flack,1978,38,1,60.09265988372093,0.4997444697788784,-22.508943557739254,0.1824833154678344,0.0,0.1178995668888092,0.8231506496667862,0.6001474508494634,1970s
dust in the wind,kansas,1978,39,1,123.046875,0.5335705893380301,-21.325029373168945,0.1900342553853988,0.0511923926345605,0.0734810531139373,0.8897784203290939,0.2418145642961774,1970s
short people,randy newman,1978,41,1,117.45383522727272,0.6146399906703404,-18.48760032653809,0.243962213397026,0.0,0.1618081480264663,0.7572877779603004,0.7460433593353668,1970s
use ta be my girl,the o'jays,1978,42,1,107.666015625,0.5335107530866351,-21.327123641967773,0.2935549914836883,0.0,0.8091617822647095,0.0,0.7088436126708985,1970s
